n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
320,7,122,17.43,4.4,0,corps,95.3725031822721,1.1649
321,3,107,35.67,2.7,0,corps,95.15933849120351,0.9934
322,3,93,31.00,2.7,0,corps,94.94670604627771,1.2426
323,3,109,36.33,2.7,0,corps,94.73460451854123,0.7633
324,2,122,61.00,2.2,0,corps,94.5230325823588,0.6819
325,2,82,41.00,2.2,0,corps,94.31198891540517,0.8221
326,4,71,17.75,3.1,0,corps,94.10147219865671,1.5012
327,2,102,51.00,2.2,0,corps,93.89148111638325,0.9316
328,2,63,31.50,2.2,0,corps,93.68201435613986,1.3801
329,5,145,29.00,3.6,0,corps,93.47307060875859,1.2465
330,3,187,62.33,2.7,0,corps,93.26464856834035,0.8932
331,4,96,24.00,3.1,0,corps,93.05674693224671,1.3508
332,2,91,45.50,2.2,0,corps,92.84936440109176,0.8153
333,2,46,23.00,2.2,0,corps,92.642499678734,1.1305
334,2,32,16.00,2.2,0,corps,92.43615147226826,1.4823
335,4,424,106.00,3.1,0,corps,92.23031849201757,0.5086
336,2,141,70.50,2.2,0,corps,92.02499945152515,0.6988
337,4,103,25.75,3.1,0,corps,91.82019306754627,1.1491
338,2,52,26.00,2.2,0,corps,91.61589806004044,1.2891
339,4,133,33.25,3.1,0,corps,91.41211315216314,1.0113
340,2,103,51.50,2.2,0,corps,91.20883707025807,0.6530
341,2,66,33.00,2.2,0,corps,91.00606854384901,1.1940
342,3,81,27.00,2.7,0,corps,90.80380630563208,0.7632
343,6,100,16.67,4.0,0,corps,90.60204909146758,0.9689
344,3,59,19.67,2.7,0,corps,90.40079564037227,1.2579
345,3,98,32.67,2.7,0,corps,90.20004469451143,0.6964
346,2,139,69.50,2.2,0,corps,89.99979499919102,0.6344
347,5,110,22.00,3.6,0,corps,89.80004530284975,0.9805
348,2,70,35.00,2.2,0,corps,89.6007943570514,0.7950
349,3,54,18.00,2.7,0,corps,89.40204091647689,0.9939
350,2,84,42.00,2.2,0,corps,89.20378373891658,0.7710
351,5,243,48.60,3.6,0,corps,89.00602158526249,0.6122
352,3,24,8.00,2.7,0,corps,88.80875321950046,1.4573
353,4,46,11.50,3.1,0,corps,88.61197740870259,1.2125
354,6,102,17.00,4.0,0,corps,88.41569292301944,0.8022
355,3,84,28.00,2.7,0,corps,88.2198985356723,0.9989
356,8,131,16.38,4.9,0,corps,88.02459302294564,0.9309
357,8,149,18.62,4.9,0,corps,87.82977516417935,1.3173
358,2,46,23.00,2.2,0,corps,87.6354437417612,0.7324
359,4,100,25.00,3.1,0,corps,87.44159754111915,0.8844
360,3,41,13.67,2.7,0,corps,87.24823535071383,1.0837
361,4,144,36.00,3.1,0,corps,87.0553559620309,0.7840
362,7,58,8.29,4.4,0,corps,86.86295816957357,1.4763
363,2,74,37.00,2.2,0,corps,86.671040770855,0.9152
364,3,81,27.00,2.7,0,corps,86.47960256639082,0.7662
365,3,40,13.33,2.7,0,corps,86.28864235969166,1.2019
366,3,26,8.67,2.7,0,corps,86.09815895725556,2.5122
367,7,138,19.71,4.4,0,corps,85.90815116856069,1.0499
368,2,61,30.50,2.2,0,corps,85.71861780605768,0.8648
369,4,77,19.25,3.1,0,corps,85.52955768516247,2.7430
370,3,94,31.33,2.7,0,corps,85.34096962424863,0.9570
371,2,44,22.00,2.2,0,corps,85.15285244464022,1.2900
372,4,102,25.50,3.1,0,corps,84.9652049706042,1.1677
373,3,91,30.33,2.7,0,corps,84.7780260293433,0.6412
374,2,68,34.00,2.2,0,corps,84.59131445098849,0.9662
375,6,145,24.17,4.0,0,corps,84.4050690685918,0.9771
376,2,54,27.00,2.2,0,corps,84.21928871811902,0.9382
377,5,100,20.00,3.6,0,corps,84.03397223844229,0.9082
378,5,102,20.40,3.6,0,corps,83.84911847133307,0.9573
379,2,96,48.00,2.2,0,corps,83.66472626145467,0.5350
380,3,82,27.33,2.7,0,corps,83.48079445635523,0.7924
381,5,81,16.20,3.6,0,corps,83.29732190646033,1.4033
382,5,84,16.80,3.6,0,corps,83.11430746506593,1.2113
383,3,94,31.33,2.7,0,corps,82.93174998833118,0.9051
384,5,111,22.20,3.6,0,corps,82.74964833527129,0.9555
385,3,98,32.67,2.7,0,corps,82.56800136775028,0.9125
386,3,99,33.00,2.7,0,corps,82.38680795047408,0.7621
387,3,45,15.00,2.7,0,corps,82.20606695098317,1.6354
388,6,140,23.33,4.0,0,corps,82.02577723964578,1.0123
389,5,106,21.20,3.6,0,corps,81.84593768965057,0.9849
390,2,38,19.00,2.2,0,corps,81.66654717699981,1.1525
391,4,96,24.00,3.1,0,corps,81.4876045805022,0.9261
392,6,92,15.33,4.0,0,corps,81.30910878176591,2.5479
393,12,480,40.00,6.7,0,corps,81.13105866519163,0.7414
394,5,176,35.20,3.6,0,corps,80.95345311796557,0.9174
395,15,368,24.53,8.0,0,corps,80.77629103005245,1.0476
396,2,111,55.50,2.2,0,corps,80.59957129418868,0.9625
397,3,202,67.33,2.7,0,corps,80.42329280587529,0.7459
398,4,64,16.00,3.1,0,corps,80.2474544633712,1.4572
399,6,136,22.67,4.0,0,corps,80.07205516768616,1.1941
400,2,37,18.50,2.2,0,corps,79.89709382257404,1.4959
401,5,82,16.40,3.6,0,corps,79.72256933452583,1.0243
402,5,125,25.00,3.6,0,corps,79.54848061276292,1.2612
403,5,43,8.60,3.6,0,corps,79.37482656923022,1.9572
404,5,153,30.60,3.6,0,corps,79.20160611858942,0.9489
405,3,24,8.00,2.7,0,corps,79.02881817821213,1.8289
406,3,87,29.00,2.7,0,corps,78.85646166817317,0.9035
407,2,48,24.00,2.2,0,corps,78.68453551124375,1.3366
408,2,35,17.50,2.2,0,corps,78.51303863288487,1.7699
409,3,110,36.67,2.7,0,corps,78.34196996124048,0.6718
410,6,101,16.83,4.0,0,corps,78.1713284271308,1.1343
411,2,43,21.50,2.2,0,corps,78.0011129640457,0.8428
412,10,142,14.20,5.8,0,corps,77.831322508138,1.4009
413,8,162,20.25,4.9,0,corps,77.66195599821677,0.9544
414,5,75,15.00,3.6,0,corps,77.49301237574078,1.3900
415,2,14,7.00,2.2,0,corps,77.32449058481184,1.9570
416,3,88,29.33,2.7,0,corps,77.15638957216822,0.7675
417,6,78,13.00,4.0,0,corps,76.98870828717803,1.0747
418,10,231,23.10,5.8,0,corps,76.82144568183271,0.8830
419,2,78,39.00,2.2,0,corps,76.6546007107404,0.9658
420,10,206,20.60,5.8,0,corps,76.48817233111951,1.1419
421,4,51,12.75,3.1,0,corps,76.32215950279213,1.3537
